"","CNPJ_CIA","DT_REFER","ID_DOC","VERSAO","stock.type","qtd.issue"
"1212","61.092.037/0001-81",2021-01-01,105944,3,"PN",0
"1213","61.156.113/0001-75",2021-01-01,105303,1,"PN",0
"1214","61.156.931/0001-78",2021-01-01,105922,3,"PN",12345.5233291299
"1215","61.186.680/0001-74",2021-01-01,106029,2,"PN",184536248.550978
"1216","61.189.288/0001-89",2021-01-01,105275,2,"PN",0
"1217","61.351.532/0001-68",2021-01-01,105821,3,"PN",13200013.0617958
"1218","61.374.161/0001-30",2021-01-01,105399,1,"PN",4900054.64480874
"1219","61.486.650/0001-83",2021-01-01,105722,5,"PN",0
"1220","61.532.644/0001-15",2021-01-01,105958,2,"PN",5520985921.08963
"1221","61.584.140/0001-49",2021-01-01,105590,1,"PN",0
"1222","61.585.865/0001-51",2021-01-01,105352,1,"PN",0
"1223","61.695.227/0001-93",2021-01-01,105664,1,"PN",0
"1224","61.856.571/0001-17",2021-01-01,105393,1,"PN",28699264.7058824
"1225","62.002.886/0001-60",2021-01-01,105164,1,"PN",8543894.39153708
"1226","62.144.175/0001-20",2021-01-01,105424,1,"PN",72579922.4266944
"1227","62.232.889/0001-90",2021-01-01,105296,2,"PN",0
"1228","62.307.848/0001-15",2021-01-01,105183,1,"PN",0
"1229","62.984.091/0001-02",2021-01-01,105869,2,"PN",0
"1230","64.904.295/0001-03",2021-02-28,102755,6,"PN",0
"1231","65.654.303/0001-73",2021-01-01,105865,2,"PN",0
"1232","67.010.660/0001-24",2021-01-01,105126,1,"PN",0
"1233","67.571.414/0001-41",2021-01-01,105269,1,"PN",0
"1234","67.620.377/0001-14",2021-01-01,105350,1,"PN",0
"1235","71.208.516/0001-74",2021-01-01,105468,1,"PN",0
"1236","71.476.527/0001-35",2021-01-01,105513,1,"PN",0
"1237","71.673.990/0001-77",2021-01-01,105847,2,"PN",0
"1238","73.178.600/0001-18",2021-01-01,106041,3,"PN",0
"1239","73.903.718/0001-61",2021-01-01,105166,1,"PN",0
"1240","75.315.333/0001-09",2021-01-01,104939,1,"PN",0
"1241","75.609.123/0001-23",2021-01-01,105915,2,"PN",0
"1242","76.483.817/0001-20",2021-01-01,105918,2,"PN",1682463295.00197
"1243","76.484.013/0001-45",2021-01-01,106001,2,"PN",1007469764.46976
"1244","76.535.764/0001-43",2021-01-01,105914,2,"PN",157727771.089822
"1245","78.876.950/0001-71",2021-01-01,105030,1,"PN",0
"1246","79.430.682/0001-22",2021-01-01,105287,1,"PN",0
"1247","80.227.184/0001-66",2021-01-01,103874,1,"PN",160896.004281333
"1248","81.243.735/0001-48",2021-01-01,105638,1,"PN",0
"1249","82.508.433/0001-17",2021-01-01,105009,1,"PN",399979495.591552
"1250","82.636.986/0001-55",2021-01-01,105329,1,"PN",0
"1251","82.640.558/0001-04",2021-01-01,105665,1,"PN",3328571.42857143
"1252","82.643.537/0001-34",2021-01-01,104637,2,"PN",22499999.8676471
"1253","82.901.000/0001-27",2021-01-01,105507,1,"PN",0
"1254","82.982.075/0001-80",2021-01-01,105226,1,"PN",2802677
"1255","83.475.913/0001-91",2021-01-01,105518,1,"PN",0
"1256","83.878.892/0001-55",2021-01-01,104957,1,"PN",23045187.9167509
"1257","84.429.695/0001-11",2021-01-01,105146,1,"PN",0
"1258","84.683.374/0001-49",2021-01-01,105814,2,"PN",0
"1259","84.683.408/0001-03",2021-01-01,105257,1,"PN",21177464.9686915
"1260","84.683.671/0001-94",2021-01-01,105335,1,"PN",1372002.00703007
"1261","84.693.183/0001-68",2021-01-01,104643,1,"PN",102341007.412528
"1262","85.041.333/0001-11",2021-01-01,103340,2,"PN",231387039.452752
"1263","85.778.074/0001-06",2021-01-01,105119,1,"PN",240000.001372428
"1264","86.375.425/0001-09",2021-01-01,104647,1,"PN",4925030.84415584
"1265","86.550.951/0001-50",2021-01-01,105202,1,"PN",0
"1266","87.043.832/0001-73",2021-01-01,105955,2,"PN",432672
"1267","87.456.562/0001-22",2021-01-01,105784,2,"PN",131367.195342301
"1268","87.762.563/0001-03",2021-01-01,105977,2,"PN",5950344.42008366
"1269","88.610.126/0001-29",2021-01-01,105926,2,"PN",0
"1270","88.610.191/0001-54",2021-01-01,105360,1,"PN",0
"1271","88.611.835/0001-29",2021-01-01,105242,1,"PN",605280429.734129
"1272","88.613.658/0001-10",2021-06-30,98944,1,"PN",32029564.0477857
"1273","89.086.144/0001-16",2021-01-01,105994,2,"PN",229257616.159009
"1274","89.096.457/0001-55",2021-01-01,105294,1,"PN",0
"1275","89.463.822/0001-12",2021-01-01,106008,2,"PN",0
"1276","89.637.490/0001-45",2021-01-01,105965,3,"PN",3536295768.81253
"1277","89.723.993/0001-33",2021-01-01,105191,1,"PN",5110279.98048881
"1278","89.850.341/0001-60",2021-01-01,105271,1,"PN",0
"1279","90.400.888/0001-42",2021-01-01,105857,2,"PN",3679870062.19374
"1280","90.441.460/0001-48",2021-01-01,104934,1,"PN",0
"1281","91.333.666/0001-17",2021-01-01,104987,1,"PN",75822565.7993683
"1282","91.495.499/0001-00",2021-01-01,104842,1,"PN",0
"1283","91.669.747/0001-92",2021-01-01,104746,1,"PN",0
"1284","91.983.056/0001-69",2021-01-01,104906,1,"PN",0
"1285","92.012.467/0001-70",2021-01-01,105840,2,"PN",11463167.699348
"1286","92.660.570/0001-26",2021-01-01,105243,1,"PN",2898000.39509208
"1287","92.665.611/0001-77",2021-01-01,105645,2,"PN",13485690.9100206
"1288","92.690.783/0001-09",2021-01-01,105954,2,"PN",789190010.17179
"1289","92.693.019/0001-89",2021-01-01,104940,1,"PN",782694.995294566
"1290","92.702.067/0001-96",2021-01-01,105946,2,"PN",203919319.413772
"1291","92.715.812/0001-31",2021-01-01,105902,3,"PN",164009.462452184
"1292","92.721.232/0001-57",2021-01-01,103347,2,"PN",0
"1293","92.749.225/0001-63",2021-01-01,105697,2,"PN",338800.826240591
"1294","92.754.738/0001-62",2021-01-01,105573,4,"PN",0
"1295","92.781.335/0001-02",2021-01-01,105231,1,"PN",53721895.9827017
"1296","92.791.243/0001-03",2021-01-01,105773,2,"PN",0
"1297","92.802.784/0001-90",2021-01-01,105539,1,"PN",0
"1298","92.934.215/0001-06",2021-01-01,106026,2,"PN",0
"1299","93.828.986/0001-73",2021-01-01,105741,2,"PN",35693.0000324286
"1300","95.426.862/0001-97",2021-01-01,105427,1,"PN",2375296.43645538
"1301","96.298.013/0001-68",2021-01-01,105716,2,"PN",0
"1302","96.418.264/0218-02",2021-01-01,105326,1,"PN",0
"1303","97.191.902/0001-94",2021-01-01,105276,1,"PN",1429084.85856905
"1304","97.837.181/0001-47",2021-01-01,105623,1,"PN",0
